DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
15049,Lí ê chù-bûn kám-sī thò͘-á?,Li2 e5 chu3-bun5 kam2-si7 thoo3-a2?,Lí ê tsù-bûn kám-sī thòo-á?,Li2 e5 tsu3-bun5 kam2-si7 thoo3-a2?,你个注文敢是兔仔？,你个注文敢是兔仔？,請問您今天要來點兔子嗎？,匿名,Li e chu-bun kam-si tho-a?,Li e tsu-bun kam-si thoo-a?
15050,sng kiù kiù,sng kiu3 kiu3,sng kiù kiù,sng kiu3 kiu3,酸糾糾,酸糾糾,酸溜溜,匿名,sng kiu kiu,sng kiu kiu
15051,chhit-thô,chhit-tho5,tshit-thô,tshit-tho5,𨑨迌,𨑨迌,遊戲,匿名,chhit-tho,tshit-tho
15052,chhit-thô-ông,chhit-tho5-ong5,tshit-thô-ông,tshit-tho5-ong5,𨑨迌王,𨑨迌王,遊戲王,匿名,chhit-tho-ong,tshit-tho-ong
15053,kà-chhia,ka3-chhia,kà-tshia,ka3-tshia,較車,較車,賽車,匿名,ka-chhia,ka-tshia
15054,bín chhùi-khí,bin2 chhui3-khi2,bín tshuì-khí,bin2 tshui3-khi2,抿喙齒,抿喙齒,刷牙,匿名,bin chhui-khi,bin tshui-khi
15055,chóa-phiò piàn po̍h,choa2-phio3 pian3 poh8,tsuá-phiò piàn po̍h,tsua2-phio3 pian3 poh8,紙票變薄,紙票變薄,貶值,匿名,choa-phio pian poh,tsua-phio pian poh
15056,chóa-phiò piàn po̍h,choa2-phio3 pian3 poh8,tsuá-phiò piàn po̍h,tsua2-phio3 pian3 poh8,紙票變薄,紙票變薄,貨幣貶值,匿名,choa-phio pian poh,tsua-phio pian poh
15057,chóa-phiò piàn-kāu,choa2-phio3 pian3-kau7,tsuá-phiò piàn-kāu,tsua2-phio3 pian3-kau7,紙票變厚,紙票變厚,貨幣升值,匿名,choa-phio pian-kau,tsua-phio pian-kau
15058,chóa-phiò piàn-kāu,choa2-phio3 pian3-kau7,tsuá-phiò piàn-kāu,tsua2-phio3 pian3-kau7,紙票變厚,紙票變厚,升值,匿名,choa-phio pian-kau,tsua-phio pian-kau
15059,chîⁿ piàn-po̍h,chinn5 pian3-poh8,tsînn piàn-po̍h,tsinn5 pian3-poh8,錢變薄,錢變薄,通貨膨脹,匿名,chi pian-poh,tsinn pian-poh
15060,chîⁿ bô-la̍t,chinn5 bo5-lat8,tsînn bô-la̍t,tsinn5 bo5-lat8,錢無力,錢無力,通貨膨脹,匿名,chi bo-lat,tsinn bo-lat
15061,chîⁿ piàn-kāu,chinn5 pian3-kau7,tsînn piàn-kāu,tsinn5 pian3-kau7,錢變厚,錢變厚,通貨緊縮,匿名,chi pian-kau,tsinn pian-kau
15062,chîⁿ ū-la̍t,chinn5 u7-lat8,tsînn ū-la̍t,tsinn5 u7-lat8,錢有力,錢有力,通貨緊縮,匿名,chi u-lat,tsinn u-lat
15063,khia-khang,khia-khang,khia-khang,khia-khang,欹空,欹空,找碴,匿名,khia-khang,khia-khang
15064,hoān-lâng-khia,hoan7-lang5-khia,huān-lâng-khia,huan7-lang5-khia,犯人欹,犯人欹,落人口實,匿名,hoan-lang-khia,huan-lang-khia
15065,hoān-lâng-khia,hoan7-lang5-khia,huān-lâng-khia,huan7-lang5-khia,犯人欹,犯人欹,引人非議,匿名,hoan-lang-khia,huan-lang-khia
15066,hoān-lâng-khia,hoan7-lang5-khia,huān-lâng-khia,huan7-lang5-khia,犯人欹,犯人欹,遭人物議,匿名,hoan-lang-khia,huan-lang-khia
15067,hoān-lâng-khia,hoan7-lang5-khia,huān-lâng-khia,huan7-lang5-khia,犯人欹,犯人欹,被批評,匿名,hoan-lang-khia,huan-lang-khia
15068,ka-ti,ka-ti,ka-ti,ka-ti,家己,家己,自己,匿名,ka-ti,ka-ti
15069,pò͘-phâng,poo3-phang5,pòo-phâng,poo3-phang5,布篷,布篷,帳篷,匿名,po-phang,poo-phang
15070,pò͘-phâng-chhù,poo3-phang5-chhu3,pòo-phâng-tshù,poo3-phang5-tshu3,布篷厝,布篷厝,帳篷,匿名,po-phang-chhu,poo-phang-tshu
15071,nōa-kô͘-kô͘,noa7-koo5-koo5,nuā-kôo-kôo,nua7-koo5-koo5,爛糊糊,爛糊糊,襤褸,匿名,noa-ko-ko,nua-koo-koo
15072,âng-khak,ang5-khak,âng-khak,ang5-khak,紅麴,紅麴,紅麴,匿名,ang-khak,ang-khak
15073,oân-á-thâng,oan5-a2-thang5,uân-á-thâng,uan5-a2-thang5,丸仔蟲,丸仔蟲,丸子蟲,匿名,oan-a-thang,uan-a-thang
15074,kiong-he̍k,kiong-hek8,kiong-hi̍k,kiong-hik8,疆域,疆域,疆域,匿名,kiong-hek,kiong-hik
15075,ho͘-chhiáⁿ,hoo-chhiann2,hoo-tshiánn,hoo-tshiann2,呼請,呼請,呼籲,匿名,ho-chhia,hoo-tshiann
15076,bûn-jī-ga̍k,bun5-ji7-gak8,bûn-jī-ga̍k,bun5-ji7-gak8,文字獄,文字獄,文字獄,匿名,bun-ji-gak,bun-ji-gak
15077,chhek,chhek,tshik,tshik,尺,尺,尺,匿名,chhek,tshik
15078,tiān-tâng,tian7-tang5,tiān-tâng,tian7-tang5,電筒,電筒,手電筒,匿名,tian-tang,tian-tang
15079,tèng-iâm,teng3-iam5,tìng-iâm,ting3-iam5,釘鹽,釘鹽,鹽漬,匿名,teng-iam,ting-iam
15080,tiām-iâm,tiam7-iam5,tiām-iâm,tiam7-iam5,恬鹽,恬鹽,鹽漬,匿名,tiam-iam,tiam-iam
15081,tū-iâm,tu7-iam5,tū-iâm,tu7-iam5,駐鹽,駐鹽,鹽漬,匿名,tu-iam,tu-iam
15082,kah-tiū,kah-tiu7,kah-tiū,kah-tiu7,甲冑,甲冑,甲冑,匿名,kah-tiu,kah-tiu
15083,kak-piáⁿ,kak-piann2,kak-piánn,kak-piann2,角餅,角餅,華夫餅,匿名,kak-pia,kak-piann
15084,kak-piáⁿ,kak-piann2,kak-piánn,kak-piann2,角餅,角餅,格子鬆餅,匿名,kak-pia,kak-piann
15085,kak-piáⁿ,kak-piann2,kak-piánn,kak-piann2,角餅,角餅,比利時鬆餅,匿名,kak-pia,kak-piann
15086,kak-piáⁿ,kak-piann2,kak-piánn,kak-piann2,角餅,角餅,窩夫,匿名,kak-pia,kak-piann
15087,bo̍k-lân-tî,bok8-lan5-ti5,bo̍k-lân-tî,bok8-lan5-ti5,木蘭池,木蘭池,白蘭地,匿名,bok-lan-ti,bok-lan-ti
15088,Teng-boat-kok,Teng-boat-kok,Ting-buat-kok,Ting-buat-kok,丁抹國,丁抹國,丹麥,匿名,Teng-boat-kok,Ting-buat-kok
15089,kòe-chú-chhiú,koe3-chu2-chhiu2,kuè-tsú-tshiú,kue3-tsu2-tshiu2,劊子手,劊子手,劊子手,匿名,koe-chu-chhiu,kue-tsu-tshiu
15090,kòe-chú-siú,koe3-chu2-siu2,kuè-tsú-siú,kue3-tsu2-siu2,劊子手,劊子手,劊子手,匿名,koe-chu-siu,kue-tsu-siu
15091,kùi-chú-siú,kui3-chu2-siu2,kuì-tsú-siú,kui3-tsu2-siu2,劊子手,劊子手,劊子手,匿名,kui-chu-siu,kui-tsu-siu
15092,to-hú-siú,to-hu2-siu2,to-hú-siú,to-hu2-siu2,刀斧手,刀斧手,劊子手,匿名,to-hu-siu,to-hu-siu
15093,ka-kī/ka-tī,ka-ki7/ka-ti7,ka-kī/ka-tī,ka-ki7/ka-ti7,家己,家己,自己,匿名,ka-ki/ka-ti,ka-ki/ka-ti
15094,cháu-saⁿ-chip,chau2-sann-chip,tsáu-sann-tsip,tsau2-sann-tsip,走相逐,走相逐,賽跑,匿名,chau-sa-chip,tsau-sann-tsip
15095,kut-chhì,kut-chhi3,kut-tshì,kut-tshi3,骨刺,骨刺,骨刺,匿名,kut-chhi,kut-tshi
15096,chhek,chhek,tshik,tshik,觸,觸,觸,匿名,chhek,tshik
15097,koàn-bo̍k-châng,koan3-bok8-chang5,kuàn-bo̍k-tsâng,kuan3-bok8-tsang5,灌木叢,灌木叢,灌木叢,匿名,koan-bok-chang,kuan-bok-tsang
15098,koàn-bo̍k-chông,koan3-bok8-chong5,kuàn-bo̍k-tsông,kuan3-bok8-tsong5,灌木叢,灌木叢,灌木叢,匿名,koan-bok-chong,kuan-bok-tsong
15099,bāng-lō͘ iōng kah tiâu--leh,bang7-loo7 iong7 kah tiau5--leh,bāng-lōo iōng kah tiâu--leh,bang7-loo7 iong7 kah tiau5--leh,網路用甲牢咧,網路用甲牢咧,網路成癮症,匿名,bang-lo iong kah tiau--leh,bang-loo iong kah tiau--leh
15100,heng bāng-lō͘ chèng-thâu,heng bang7-loo7 cheng3-thau5,hing bāng-lōo tsìng-thâu,hing bang7-loo7 tsing3-thau5,興網路症頭,興網路症頭,網路成癮症,匿名,heng bang-lo cheng-thau,hing bang-loo tsing-thau
15101,sai-kha,sai-kha,sai-kha,sai-kha,私奇,私奇,私房錢,匿名,sai-kha,sai-kha
15102,chheng-kiat-tūi,chheng-kiat-tui7,tshing-kiat-tuī,tshing-kiat-tui7,清潔隊,清潔隊,清潔隊,匿名,chheng-kiat-tui,tshing-kiat-tui
15103,chhiah-kha-sian-á,chhiah-kha-sian-a2,tshiah-kha-sian-á,tshiah-kha-sian-a2,赤跤仙仔,赤跤仙仔,密醫,匿名,chhiah-kha-sian-a,tshiah-kha-sian-a
15104,tiān-hó̤,tian7-hor2,tiān-hér,tian7-her2,電火,電火,手電筒,匿名,tian-ho̤,tian-her
15105,Eng-kok-bûn,Eng-kok-bun5,Ing-kok-bûn,Ing-kok-bun5,英國文,英國文,英文,匿名,Eng-kok-bun,Ing-kok-bun
15106,gōa-kok-ōe,goa7-kok-oe7,guā-kok-uē,gua7-kok-ue7,外國話,外國話,外國話,匿名,goa-kok-oe,gua-kok-ue
15107,kok-jī-khak,kok-ji7-khak,kok-jī-khak,kok-ji7-khak,國字殼,國字殼,口部,匿名,kok-ji-khak,kok-ji-khak
15108,kok-thí,kok-thi2,kok-thí,kok-thi2,國恥,國恥,國恥,匿名,kok-thi,kok-thi
15109,kok-un,kok-un,kok-un,kok-un,國恩,國恩,國恩,匿名,kok-un,kok-un
15110,kok-hiàn,kok-hian3,kok-hiàn,kok-hian3,國憲,國憲,國憲,匿名,kok-hian,kok-hian
15111,kok-chhek,kok-chhek,kok-tshik,kok-tshik,國戚,國戚,國戚,匿名,kok-chhek,kok-tshik
15112,kok-chha̍t,kok-chhat8,kok-tsha̍t,kok-tshat8,國賊,國賊,國賊,匿名,kok-chhat,kok-tshat
15113,kok-che̍k,kok-chek8,kok-tsi̍k,kok-tsik8,國賊,國賊,國賊,匿名,kok-chek,kok-tsik
15114,siáu-jîn-kok,siau2-jin5-kok,siáu-jîn-kok,siau2-jin5-kok,小人國,小人國,小人國,匿名,siau-jin-kok,siau-jin-kok
15115,Bí-lī-kian Ha̍p-chiòng-kok,Bi2-li7-kian Hap8-chiong3-kok,Bí-lī-kian Ha̍p-tsiòng-kok,Bi2-li7-kian Hap8-tsiong3-kok,美利堅合眾國,美利堅合眾國,美利堅合眾國,匿名,Bi-li-kian Hap-chiong-kok,Bi-li-kian Hap-tsiong-kok
15116,Ì-kok,I3-kok,Ì-kok,I3-kok,意國,意國,義大利,匿名,I-kok,I-kok
15117,Phô-tô-gê-kok,Pho5-to5-ge5-kok,Phô-tô-gê-kok,Pho5-to5-ge5-kok,葡萄牙國,葡萄牙國,葡萄牙,匿名,Pho-to-ge-kok,Pho-to-ge-kok
15118,Tāi-put-lia̍t-tian-kok,Tai7-put-liat8-tian-kok,Tāi-put-lia̍t-tian-kok,Tai7-put-liat8-tian-kok,大不列顛國,大不列顛國,大不列顛王國,匿名,Tai-put-liat-tian-kok,Tai-put-liat-tian-kok
15119,se-io̍h-pâng,se-ioh8-pang5,se-io̍h-pâng,se-ioh8-pang5,西藥房,西藥房,藥局,匿名,se-ioh-pang,se-ioh-pang
15120,hàn-io̍h-pâng,han3-ioh8-pang5,hàn-io̍h-pâng,han3-ioh8-pang5,漢藥房,漢藥房,中藥行,匿名,han-ioh-pang,han-ioh-pang
15121,bōng-siat,bong7-siat,bōng-siat,bong7-siat,夢泄,夢泄,夢遺,匿名,bong-siat,bong-siat
15122,phah-po̍h,phah-poh8,phah-po̍h,phah-poh8,拍薄,拍薄,打薄,匿名,phah-poh,phah-poh
15123,keh-piah-kok,keh-piah-kok,keh-piah-kok,keh-piah-kok,隔壁國,隔壁國,鄰國,匿名,keh-piah-kok,keh-piah-kok
15124,hūi-tō͘,hui7-too7,hūi-tōo,hui7-too7,緯度,緯度,緯度,匿名,hui-to,hui-too
15125,chhàu-khám,chhau3-kham2,tshàu-khám,tshau3-kham2,湊坎,湊坎,碰巧,匿名,chhau-kham,tshau-kham
15126,chhàu-tú-khám,chhau3-tu2-kham2,tshàu-tú-khám,tshau3-tu2-kham2,湊拄坎,湊拄坎,碰巧,匿名,chhau-tu-kham,tshau-tu-kham
15127,chháu-khiáu,chhau2-khiau2,tsháu-khiáu,tshau2-khiau2,湊巧,湊巧,碰巧,匿名,chhau-khiau,tshau-khiau
15128,chháu-khiáu,chhau2-khiau2,tsháu-khiáu,tshau2-khiau2,湊巧,湊巧,湊巧,匿名,chhau-khiau,tshau-khiau
15129,chhàu-tú-khám,chhau3-tu2-kham2,tshàu-tú-khám,tshau3-tu2-kham2,湊拄坎,湊拄坎,湊巧,匿名,chhau-tu-kham,tshau-tu-kham
15130,chháu-khiáu,chhau2-khiau2,tsháu-khiáu,tshau2-khiau2,湊巧,湊巧,恰巧,匿名,chhau-khiau,tshau-khiau
15131,chhàu-khám,chhau3-kham2,tshàu-khám,tshau3-kham2,湊坎,湊坎,恰巧,匿名,chhau-kham,tshau-kham
15132,pôaⁿ-ki,poann5-ki,puânn-ki,puann5-ki,盤機,盤機,轉機,匿名,poa-ki,puann-ki
15133,iû-môa-tē,iu5-moa5-te7,iû-muâ-tē,iu5-mua5-te7,油麻地,油麻地,油蔴地,匿名,iu-moa-te,iu-mua-te
15134,it-thài-hong,it-thai3-hong,it-thài-hong,it-thai3-hong,乙太坊,乙太坊,乙太坊,匿名,it-thai-hong,it-thai-hong
15135,bi̍t-hō,bit8-ho7,bi̍t-hō,bit8-ho7,密號,密號,密碼,匿名,bit-ho,bit-ho
15136,koah-lê-á,koah-le5-a2,kuah-lê-á,kuah-le5-a2,割犁仔,割犁仔,鐮刀,匿名,koah-le-a,kuah-le-a
15137,Hú-san,Hu2-san,Hú-san,Hu2-san,釜山,釜山,釜山,匿名,Hu-san,Hu-san
15138,gōng-gōng-se̍h,gong7-gong7-seh8,gōng-gōng-se̍h,gong7-gong7-seh8,戇戇踅,戇戇踅,團團轉,匿名,gong-gong-seh,gong-gong-seh
15139,bē,be7,bē,be7,袂,袂,不能,匿名,be,be
15140,thē-hî,the7-hi5,thē-hî,the7-hi5,䖳魚,䖳魚,翻車魚,匿名,the-hi,the-hi
15141,chhân-hn̂g-chhù-the̍h,chhan5-hng5-chhu3-theh8,tshân-hn̂g-tshù-the̍h,tshan5-hng5-tshu3-theh8,田園厝宅,田園厝宅,不動產,匿名,chhan-hn̂g-chhu-theh,tshan-hn̂g-tshu-theh
15142,chhân-hn̂g-chhù-the̍h,chhan5-hng5-chhu3-theh8,tshân-hn̂g-tshù-the̍h,tshan5-hng5-tshu3-theh8,田園厝宅,田園厝宅,業產,匿名,chhan-hn̂g-chhu-theh,tshan-hn̂g-tshu-theh
15143,ang-kè-toh,ang-ke3-toh,ang-kè-toh,ang-ke3-toh,尪架桌,尪架桌,供桌,匿名,ang-ke-toh,ang-ke-toh
15144,po̍h-io̍h,poh8-ioh8,po̍h-io̍h,poh8-ioh8,薄藥,薄藥,薄荷條,匿名,poh-ioh,poh-ioh
15145,po̍k-pian,pok8-pian,po̍k-pian,pok8-pian,薄鞭,薄鞭,薄荷條,匿名,pok-pian,pok-pian
15146,po̍k-hô-peng,pok8-ho5-peng,po̍k-hô-ping,pok8-ho5-ping,薄荷冰,薄荷冰,薄荷條,匿名,pok-ho-peng,pok-ho-ping
15147,po̍k-á-peng,pok8-a2-peng,po̍k-á-ping,pok8-a2-ping,薄仔冰,薄仔冰,薄荷條,匿名,pok-a-peng,pok-a-ping
15148,seng-siù,seng-siu3,sing-siù,sing-siu3,星宿,星宿,星座,匿名,seng-siu,sing-siu
15149,po̍k-hô-tiāⁿ/po̍k-hô-tiàⁿ,pok8-ho5-tiann7/pok8-ho5-tiann3,po̍k-hô-tiānn/po̍k-hô-tiànn,pok8-ho5-tiann7/pok8-ho5-tiann3,薄荷錠,薄荷錠,薄荷條,匿名,pok-ho-tia/pok-ho-tia,pok-ho-tiann/pok-ho-tiann
15150,po̍k-hô-tiâu,pok8-ho5-tiau5,po̍k-hô-tiâu,pok8-ho5-tiau5,薄荷條,薄荷條,薄荷條,匿名,pok-ho-tiau,pok-ho-tiau
15151,kan-hē,kan-he7,kan-hē,kan-he7,干係,干係,關係,匿名,kan-he,kan-he
15152,po̍k-ge̍k,pok8-gek8,po̍k-gi̍k,pok8-gik8,薄玉,薄玉,薄荷棒,匿名,pok-gek,pok-gik
15153,po̍k-ge̍k,pok8-gek8,po̍k-gi̍k,pok8-gik8,薄玉,薄玉,薄荷條,匿名,pok-gek,pok-gik
15154,sò͘-bé,soo3-be2,sòo-bé,soo3-be2,數碼,數碼,數位,匿名,so-be,soo-be
15155,jīn-bó͘-sian,jin7-boo2-sian,jīn-bóo-sian,jin7-boo2-sian,認某仙,認某仙,全婆俠,匿名,jin-bo-sian,jin-boo-sian
15156,ki-hāi-jîn,ki-hai7-jin5,ki-hāi-jîn,ki-hai7-jin5,機械人,機械人,機器人,匿名,ki-hai-jin,ki-hai-jin
15157,hóng-seng-jîn,hong2-seng-jin5,hóng-sing-jîn,hong2-sing-jin5,仿生人,仿生人,仿生人,匿名,hong-seng-jin,hong-sing-jin
15158,Tá-bâ,Ta2-ba5,Tá-bâ,Ta2-ba5,打猫,打猫,民雄,匿名,Ta-ba,Ta-ba
15159,Tá-bâ,Ta2-ba5,Tá-bâ,Ta2-ba5,打猫,打猫,打貓,匿名,Ta-ba,Ta-ba
15160,Chi-ná-bûn,Chi-na2-bun5,Tsi-ná-bûn,Tsi-na2-bun5,支那文,支那文,中文,匿名,Chi-na-bun,Tsi-na-bun
15161,Chi-ná-ōe,Chi-na2-oe7,Tsi-ná-uē,Tsi-na2-ue7,支那話,支那話,普通話,匿名,Chi-na-oe,Tsi-na-ue
15162,Hàn-jī,Han3-ji7,Hàn-jī,Han3-ji7,漢字,漢字,漢字,匿名,Han-ji,Han-ji
15163,Hàn-bûn,Han3-bun5,Hàn-bûn,Han3-bun5,漢文,漢文,漢文,匿名,Han-bun,Han-bun
15164,Pak-kiaⁿ-ōe,Pak-kiann-oe7,Pak-kiann-uē,Pak-kiann-ue7,北京話,北京話,北京話,匿名,Pak-kia-oe,Pak-kiann-ue
15165,Sin-tek,Sin-tek,Sin-tik,Sin-tik,新竹,新竹,新竹,匿名,Sin-tek,Sin-tik
15166,Tek-chhàm,Tek-chham3,Tik-tshàm,Tik-tsham3,竹塹,竹塹,新竹,匿名,Tek-chham,Tik-tsham
15167,iú-gán-bû-chu,iu2-gan2-bu5-chu,iú-gán-bû-tsu,iu2-gan2-bu5-tsu,有眼無珠,有眼無珠,有眼無珠,匿名,iu-gan-bu-chu,iu-gan-bu-tsu
15168,bē-chòe-chit/bōe-chòe-chit,be7-choe3-chit/boe7-choe3-chit,bē-tsuè-tsit/buē-tsuè-tsit,be7-tsue3-tsit/bue7-tsue3-tsit,袂做得,袂做得,不能,匿名,be-choe-chit/boe-choe-chit,be-tsue-tsit/bue-tsue-tsit
15169,bē-chò-chit/bōe-chò-chit,be7-cho3-chit/boe7-cho3-chit,bē-tsò-tsit/buē-tsò-tsit,be7-tso3-tsit/bue7-tso3-tsit,袂做得,袂做得,不能,匿名,be-cho-chit/boe-cho-chit,be-tso-tsit/bue-tso-tsit
15170,Siām-lô,Siam7-lo5,Siām-lô,Siam7-lo5,暹羅,暹羅,暹羅,匿名,Siam-lo,Siam-lo
15171,bē-ēng-tit,be7-eng7-tit,bē-īng-tit,be7-ing7-tit,袂用得,袂用得,不能,匿名,be-eng-tit,be-ing-tit
15172,tńg-ūn-chām,tng2-un7-cham7,tńg-ūn-tsām,tng2-un7-tsam7,轉運站,轉運站,轉運站,匿名,tng-un-cham,tng-un-tsam
15173,ke-pak/koe-pak,ke-pak/koe-pak,ke-pak/kue-pak,ke-pak/kue-pak,街腹,街腹,市中心,匿名,ke-pak/koe-pak,ke-pak/kue-pak
15174,thiaⁿ-tâng,thiann-tang5,thiann-tâng,thiann-tang5,聽筒,聽筒,聽診器,匿名,thia-tang,thiann-tang
15175,thòaⁿ-châng,thoann3-chang5,thuànn-tsâng,thuann3-tsang5,湠叢,湠叢,分櫱,匿名,thoa-chang,thuann-tsang
15176,cháu-ji̍t,chau2-jit8,tsáu-ji̍t,tsau2-jit8,走日,走日,烏雲蔽日,匿名,chau-jit,tsau-jit
15177,tiàu-ji̍t-á,tiau3-jit8-a2,tiàu-ji̍t-á,tiau3-jit8-a2,召日仔,召日仔,日工,匿名,tiau-jit-a,tiau-jit-a
15178,tiàu-ji̍t-á,tiau3-jit8-a2,tiàu-ji̍t-á,tiau3-jit8-a2,召日仔,召日仔,臨時工,匿名,tiau-jit-a,tiau-jit-a
15179,ji̍t-á-kang,jit8-a2-kang,ji̍t-á-kang,jit8-a2-kang,日仔工,日仔工,日工,匿名,jit-a-kang,jit-a-kang
15180,hái-pô-á,hai2-po5-a2,hái-pô-á,hai2-po5-a2,海婆仔,海婆仔,萬歲大眼蟹,匿名,hai-po-a,hai-po-a
15181,hái-pô-á,hai2-po5-a2,hái-pô-á,hai2-po5-a2,海婆仔,海婆仔,短身大眼蟹,匿名,hai-po-a,hai-po-a
15182,Tâi-oân-bûn,Tai5-oan5-bun5,Tâi-uân-bûn,Tai5-uan5-bun5,台灣文,台灣文,台文,匿名,Tai-oan-bun,Tai-uan-bun
15183,Tâi-oân-bûn,Tai5-oan5-bun5,Tâi-uân-bûn,Tai5-uan5-bun5,台灣文,台灣文,台灣文,匿名,Tai-oan-bun,Tai-uan-bun
15184,Tâi-oân-ōe,Tai5-oan5-oe7,Tâi-uân-uē,Tai5-uan5-ue7,台灣話,台灣話,台灣話,匿名,Tai-oan-oe,Tai-uan-ue
15185,Tâi-oân-ōe,Tai5-oan5-oe7,Tâi-uân-uē,Tai5-uan5-ue7,台灣話,台灣話,臺語,匿名,Tai-oan-oe,Tai-uan-ue
15186,Hôa-bûn,Hoa5-bun5,Huâ-bûn,Hua5-bun5,華文,華文,中文,匿名,Hoa-bun,Hua-bun
15187,pôaⁿ-chhia-thâu,poann5-chhia-thau5,puânn-tshia-thâu,puann5-tshia-thau5,盤車頭,盤車頭,轉運站,匿名,poa-chhia-thau,puann-tshia-thau
15188,kha-sek,kha-sek,kha-sik,kha-sik,跤色,跤色,角色,匿名,kha-sek,kha-sik
15189,ki-hāi-lâng,ki-hai7-lang5,ki-hāi-lâng,ki-hai7-lang5,機械人,機械人,機器人,匿名,ki-hai-lang,ki-hai-lang
15190,tiān-tōng ī-chiá,tian7-tong7 i7-chia2,tiān-tōng ī-tsiá,tian7-tong7 i7-tsia2,電動奕者,電動奕者,電競選手,匿名,tian-tong i-chia,tian-tong i-tsia
15191,tiān-suh-á,tian7-suh-a2,tiān-suh-á,tian7-suh-a2,電欶仔,電欶仔,吸塵器,匿名,tian-suh-a,tian-suh-a
15192,sin-lô,sin-lo5,sin-lô,sin-lo5,辛勞,辛勞,員工,匿名,sin-lo,sin-lo
15193,má-lêng-chî-phìⁿ,ma2-leng5-chi5-phinn3,má-lîng-tsî-phìnn,ma2-ling5-tsi5-phinn3,馬鈴薯片,馬鈴薯片,洋芋片,匿名,ma-leng-chi-phi,ma-ling-tsi-phinn
15194,hê-á-chìⁿ,he5-a2-chinn3,hê-á-tsìnn,he5-a2-tsinn3,蝦仔糋,蝦仔糋,炸蝦,匿名,he-a-chi,he-a-tsinn
15195,kan-á-kún,kan-a2-kun2,kan-á-kún,kan-a2-kun2,矸仔頸,矸仔頸,瓶頸,匿名,kan-a-kun,kan-a-kun
15196,gio̍k-bí-sún,giok8-bi2-sun2,gio̍k-bí-sún,giok8-bi2-sun2,玉米筍,玉米筍,玉米筍,匿名,giok-bi-sun,giok-bi-sun
15197,tiān-báng-á-poe,tian7-bang2-a2-poe,tiān-báng-á-pue,tian7-bang2-a2-pue,電蠓仔桮,電蠓仔桮,電蚊拍,匿名,tian-bang-a-poe,tian-bang-a-pue
15198,Tâi-oân-lâng,Tai5-oan5-lang5,Tâi-uân-lâng,Tai5-uan5-lang5,台灣人,台灣人,台灣人,匿名,Tai-oan-lang,Tai-uan-lang
15199,tiám-sò͘-phìⁿ,tiam2-soo3-phinn3,tiám-sòo-phìnn,tiam2-soo3-phinn3,點數片,點數片,點數卡,匿名,tiam-so-phi,tiam-soo-phinn
15200,ūi-goân-cho͘,ui7-goan5-choo,uī-guân-tsoo,ui7-guan5-tsoo,位元組,位元組,位元組,匿名,ui-goan-cho,ui-guan-tsoo
15201,kēng-chhia,keng7-chhia,kīng-tshia,king7-tshia,競車,競車,跑車,匿名,keng-chhia,king-tshia
15202,kēng-ki-chhia,keng7-ki-chhia,kīng-ki-tshia,king7-ki-tshia,競技車,競技車,跑車,匿名,keng-ki-chhia,king-ki-tshia
15203,thê-khoán-phìⁿ,the5-khoan2-phinn3,thê-khuán-phìnn,the5-khuan2-phinn3,提款片,提款片,提款卡,匿名,the-khoan-phi,the-khuan-phinn
15204,niá-chîⁿ-phìⁿ,nia2-chinn5-phinn3,niá-tsînn-phìnn,nia2-tsinn5-phinn3,領錢片,領錢片,提款卡,匿名,nia-chi-phi,nia-tsinn-phinn
15205,niá-chîⁿ,nia2-chinn5,niá-tsînn,nia2-tsinn5,領錢,領錢,提款,匿名,nia-chi,nia-tsinn
15206,piah-kak-á-kiáⁿ,piah-kak-a2-kiann2,piah-kak-á-kiánn,piah-kak-a2-kiann2,壁角仔囝,壁角仔囝,角落生物,匿名,piah-kak-a-kia,piah-kak-a-kiann
15207,lêng-iûⁿ,leng5-iunn5,lîng-iûnn,ling5-iunn5,羚羊,羚羊,羚羊,匿名,leng-iu,ling-iunn
15208,kóe-chí-kóe,koe2-chi2-koe2,kué-tsí-kué,kue2-tsi2-kue2,果子粿,果子粿,果凍,匿名,koe-chi-koe,kue-tsi-kue
15209,sng-leng-ko,sng-leng-ko,sng-ling-ko,sng-ling-ko,酸奶膏,酸奶膏,優格,匿名,sng-leng-ko,sng-ling-ko
15210,sim-koaⁿ kiat kui-oân,sim-koann kiat kui-oan5,sim-kuann kiat kui-uân,sim-kuann kiat kui-uan5,心肝結規丸,心肝結規丸,糾結,匿名,sim-koa kiat kui-oan,sim-kuann kiat kui-uan
15211,iu-kat-kat,iu-kat-kat,iu-kat-kat,iu-kat-kat,憂結結,憂結結,糾結,匿名,iu-kat-kat,iu-kat-kat
15212,hái-ti-siû,hai2-ti-siu5,hái-ti-siû,hai2-ti-siu5,海豬泅,海豬泅,蝶泳,匿名,hai-ti-siu,hai-ti-siu
15213,hái-ti-siû,hai2-ti-siu5,hái-ti-siû,hai2-ti-siu5,海豬泅,海豬泅,蝶式,匿名,hai-ti-siu,hai-ti-siu
15214,lia̍h-ko-siû,liah8-ko-siu5,lia̍h-ko-siû,liah8-ko-siu5,掠篙泅,掠篙泅,捷泳,匿名,liah-ko-siu,liah-ko-siu
