id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
2632,"Goân-khí-seng ê kang-tiûⁿ kā beh chhut-kháu khì Bí-kok ê toaⁿ-á, ōaⁿ chò hō͘ Tâi-oân chiap, lo̍h-kè lo̍h chhiau-kòe 5%","Goan5-khi2-seng e5 kang-tiunn5 ka7 beh chhut-khau2 khi3 Bi2-kok e5 toann-a2, oann7 cho3 hoo7 Tai5-oan5 chiap, loh8-ke3 loh8 chhiau-koe3 5%","Guân-khí-sing ê kang-tiûnn kā beh tshut-kháu khì Bí-kok ê tuann-á, uānn tsò hōo Tâi-uân tsiap, lo̍h-kè lo̍h tshiau-kuè 5%","Guan5-khi2-sing e5 kang-tiunn5 ka7 beh tshut-khau2 khi3 Bi2-kok e5 tuann-a2, uann7 tso3 hoo7 Tai5-uan5 tsiap, loh8-ke3 loh8 tshiau-kue3 5%",原起先ê工場共欲出口去美國ê單仔，換做予台灣接，落價落超過5%。,原起先ê工場共欲出口去美國ê單仔，換做予台灣接，落價落超過5%。,原來的工廠把對於美國出口的單子，轉成是台灣接單，單價下跌了超過5%。,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,"Goan-khi-seng e kang-tiu ka beh chhut-khau khi Bi-kok e toa-a, oa cho ho Tai-oan chiap, loh-ke loh chhiau-koe 5%","Guan-khi-sing e kang-tiunn ka beh tshut-khau khi Bi-kok e tuann-a, uann tso hoo Tai-uan tsiap, loh-ke loh tshiau-kue 5%"
2633,"Chèng-hú thê-chhut nn̄g pō͘, tē-it pō͘ sī pâi-chú, ài ū pâi chiah ū hó lī-sûn, lēng-gōa chi̍t pō͘ sī chè-chō ho̍k-bū-hòa","Cheng3-hu2 the5-chhut nng7 poo7, te7-it poo7 si7 pai5-chu2, ai3 u7 pai5 chiah u7 ho2 li7-sun5, leng7-goa7 chit8 poo7 si7 che3-cho7 hok8-bu7-hoa3","Tsìng-hú thê-tshut nn̄g pōo, tē-it pōo sī pâi-tsú, ài ū pâi tsiah ū hó lī-sûn, līng-guā tsi̍t pōo sī tsè-tsō ho̍k-bū-huà","Tsing3-hu2 the5-tshut nng7 poo7, te7-it poo7 si7 pai5-tsu2, ai3 u7 pai5 tsiah u7 ho2 li7-sun5, ling7-gua7 tsit8 poo7 si7 tse3-tso7 hok8-bu7-hua3",政府提出兩步，第一步是牌子，愛有牌才有好利純，另外一步是製造服務化。,政府提出兩步，第一步是牌子，愛有牌才有好利純，另外一步是製造服務化。,政府提出兩個策略，利用品牌來強化利潤，製造業服務化,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,"Cheng-hu the-chhut nn̄g po, te-it po si pai-chu, ai u pai chiah u ho li-sun, leng-goa chit po si che-cho hok-bu-hoa","Tsing-hu the-tshut nn̄g poo, te-it poo si pai-tsu, ai u pai tsiah u ho li-sun, ling-gua tsit poo si tse-tso hok-bu-hua"
2634,"Bé-tang in-ūi ba̍k-chiu chêng ōaⁿ-toaⁿ ê hó-khang tō leh hoaⁿ-hí lo̍k-thiòng, khòaⁿ khah hn̄g--leh, choán-hêng chiah sī piàⁿ keng-chè ho͘ sêng-tióng ê kin-té/kun-tóe.","Be2-tang in-ui7 bak8-chiu cheng5 oann7-toann e5 ho2-khang to7 leh hoann-hi2 lok8-thiong3, khoann3 khah hng7--leh, choan2-heng5 chiah si7 piann3 keng-che3 hoo seng5-tiong2 e5 kin-te2/kun-toe2.","Bé-tang in-uī ba̍k-tsiu tsîng uānn-tuann ê hó-khang tō leh huann-hí lo̍k-thiòng, khuànn khah hn̄g--leh, tsuán-hîng tsiah sī piànn king-tsè hoo sîng-tióng ê kin-té/kun-tué.","Be2-tang in-ui7 bak8-tsiu tsing5 uann7-tuann e5 ho2-khang to7 leh huann-hi2 lok8-thiong3, khuann3 khah hng7--leh, tsuan2-hing5 tsiah si7 piann3 king-tse3 hoo sing5-tiong2 e5 kin-te2/kun-tue2.",袂當因為目睭前換單ê好空就咧歡喜樂暢，看較遠咧，轉型才是拚經濟予成長ê根底,袂當因為目睭前換單ê好空就咧歡喜樂暢，看較遠咧，轉型才是拚經濟予成長ê根底,不能因短期轉單受惠，而沾沾自喜，長期來看轉型才是促進經濟成長的根本原因,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,"Be-tang in-ui bak-chiu cheng oa-toa e ho-khang to leh hoa-hi lok-thiong, khoa khah hn̄g--leh, choan-heng chiah si pia keng-che ho seng-tiong e kin-te/kun-toe.","Be-tang in-ui bak-tsiu tsing uann-tuann e ho-khang to leh huann-hi lok-thiong, khuann khah hn̄g--leh, tsuan-hing tsiah si piann king-tse hoo sing-tiong e kin-te/kun-tue."
2635,khioh-sòe,khioh-soe3,khioh-suè,khioh-sue3,抾稅,抾稅,課稅,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,khioh-soe,khioh-sue
2636,bián-khioh-sòe chheng-toaⁿ,bian2-khioh-soe3 chheng-toann,bián-khioh-suè tshing-tuann,bian2-khioh-sue3 tshing-tuann,免抾稅清單,免抾稅清單,免稅清單,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,bian-khioh-soe chheng-toa,bian-khioh-sue tshing-tuann
2637,têng-koh tâm-phòaⁿ,teng5-koh tam5-phoann3,tîng-koh tâm-phuànn,ting5-koh tam5-phuann3,重閣談判,重閣談判,重新談判,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,teng-koh tam-phoa,ting-koh tam-phuann
2638,ki-hāi,ki-hai7,ki-hāi,ki-hai7,機械,機械,機械,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,ki-hai,ki-hai
2639,ki-kài,ki-kai3,ki-kài,ki-kai3,機械,機械,機械,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,ki-kai,ki-kai
2640,tò-kiu,to3-kiu,tò-kiu,to3-kiu,倒勼,倒勼,萎縮,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,to-kiu,to-kiu
2641,chhái-kò͘,chhai2-koo3,tshái-kòo,tshai2-koo3,採購,採購,採購,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,chhai-ko,tshai-koo
2642,âng-liân-hî,ang5-lian5-hi5,âng-liân-hî,ang5-lian5-hi5,紅鰱魚,紅鰱魚,鮭魚,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,ang-lian-hi,ang-lian-hi
2643,chìⁿ chúi,chinn3 chui2,tsìnn tsuí,tsinn3 tsui2,搢水,搢水,逆水，逆水而行,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,chi chui,tsinn tsui
2644,khêng-hoe bô chi̍t mê,kheng5-hoe bo5 chit8 me5,khîng-hue bô tsi̍t mê,khing5-hue bo5 tsit8 me5,瓊花無一瞑,瓊花無一瞑,曇花一現,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,kheng-hoe bo chit me,khing-hue bo tsit me
2645,ián-tó,ian2-to2,ián-tó,ian2-to2,偃倒,偃倒,推倒,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,ian-to,ian-to
2646,chè-kǹg,che3-kng3,tsè-kǹg,tse3-kng3,債券,債券,債券,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,che-kng,tse-kng
2647,chè-koàn,che3-koan3,tsè-kuàn,tse3-kuan3,債券,債券,債券,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,che-koan,tse-kuan
2648,Tan-teng kòe-tāi,Tan-teng koe3-tai7,Tan-ting kuè-tāi,Tan-ting kue3-tai7,單丁過代,單丁過代,,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,Tan-teng koe-tai,Tan-ting kue-tai
2649,Tan-teng kè-tāi,Tan-teng ke3-tai7,Tan-ting kè-tāi,Tan-ting ke3-tai7,單丁過代,單丁過代,,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,Tan-teng ke-tai,Tan-ting ke-tai
2650,Tan-teng kòe-tē,Tan-teng koe3-te7,Tan-ting kuè-tē,Tan-ting kue3-te7,單丁過代,單丁過代,,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,Tan-teng koe-te,Tan-ting kue-te
2651,Tan-teng kè-tē,Tan-teng ke3-te7,Tan-ting kè-tē,Tan-ting ke3-te7,單丁過代,單丁過代,,,,【民視台灣學堂】台語講世事,2019.09.26,https://youtu.be/_TDcPAIbhGw,Tan-teng ke-te,Tan-ting ke-te
2652,siàng-tōa-hō͘,siang3-toa7-hoo7,siàng-tuā-hōo,siang3-tua7-hoo7,摔大雨,摔大雨,大雨狂炸,,相關詞：siàng tōa-bîn(摔大眠),【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,siang-toa-ho,siang-tua-hoo
2653,siong--tio̍h,siong--tioh8,siong--tio̍h,siong--tioh8,傷著,傷著,打壞,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,siong--tioh,siong--tioh
2654,tio̍h-siong,tioh8-siong,tio̍h-siong,tioh8-siong,著傷,著傷,水傷,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,tioh-siong,tioh-siong
2655,si̍h-chúi,sih8-chui2,si̍h-tsuí,sih8-tsui2,蝕水,蝕水,辭水(把柚子放著，讓它水份慢慢變少，外皮乾皺，讓柚子變得更甜美好吃的過程),,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,sih-chui,sih-tsui
2656,tih-hō͘ -ta,tih-hoo7 -ta,tih-hōo -ta,tih-hoo7 -ta,滴予焦,滴予焦,滴乾,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,tih-ho -ta,tih-hoo -ta
2657,kim-koh-iù,kim-koh-iu3,kim-koh-iù,kim-koh-iu3,金閣幼,金閣幼,油亮細緻,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,kim-koh-iu,kim-koh-iu
2658,ū tāng-liōng,u7 tang7-liong7,ū tāng-liōng,u7 tang7-liong7,有重量,有重量,沉重感,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,u tang-liong,u tang-liong
2659,pó-niá,po2-nia2,pó-niá,po2-nia2,保領,保領,保證,,相關詞：Pó-niá ji̍p tōng-pâng bô pó-niá chi̍t-sì-lâng(保領入洞房無保領一世人),【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,po-nia,po-nia
2660,"Kiông/Kiâng bán ê kóe-chí bē tiⁿ, kiông-kiû ê hun-in bē îⁿ.","Kiong5/Kiang5 ban2 e5 koe2-chi2 be7 tinn, kiong5-kiu5 e5 hun-in be7 inn5.","Kiông/Kiâng bán ê kué-tsí bē tinn, kiông-kiû ê hun-in bē înn.","Kiong5/Kiang5 ban2 e5 kue2-tsi2 be7 tinn, kiong5-kiu5 e5 hun-in be7 inn5.",強挽ê果子袂甜，強求ê婚姻袂圓。,強挽ê果子袂甜，強求ê婚姻袂圓。,,,相關詞：kiông-kiû ê hun-in bē îⁿ(強求的婚姻袂圓),【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Kiong/Kiang ban e koe-chi be ti, kiong-kiu e hun-in be i.","Kiong/Kiang ban e kue-tsi be tinn, kiong-kiu e hun-in be inn."
2661,"Lâng (siàu-liân) nā bô chi̍t-piàn gōng, lō͘ -piⁿ ná ū iú-èng-kong?","Lang5 (siau3-lian5) na7 bo5 chit8-pian3 gong7, loo7 -pinn na2 u7 iu2-eng3-kong?","Lâng (siàu-liân) nā bô tsi̍t-piàn gōng, lōo -pinn ná ū iú-ìng-kong?","Lang5 (siau3-lian5) na7 bo5 tsit8-pian3 gong7, loo7 -pinn na2 u7 iu2-ing3-kong?",人(少年)若無一遍戇，路邊哪有有應公,人(少年)若無一遍戇，路邊哪有有應公,,,"相關詞：bān-siān-iâ(萬善爺), tāi-chiòng-iâ(大眾爺), kim-táu-kong(金斗公), tōa-bōng-kong(大墓公), peh-sèⁿ-kong(百姓公), bān-sèⁿ-kong(萬姓公), lāu-tōa-kong(老大公)",【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Lang (siau-lian) na bo chit-pian gong, lo -pi na u iu-eng-kong?","Lang (siau-lian) na bo tsit-pian gong, loo -pinn na u iu-ing-kong?"
2662,"Chêng chi̍t-chām-á siàng-tōa-hō͘, Tâi-lâm ū kóa bûn-tàn-hn̂g piàn chò chúi-tî, iū-á-chhiū chìm tī chúi-té, hō͘ lâng chin hoân-ló, kin-nî kám ē bé-tio̍h chìm kòe chúi ê iū-á?","Cheng5 chit8-cham7-a2 siang3-toa7-hoo7, Tai5-lam5 u7 koa2 bun5-tan3-hng5 pian3 cho3 chui2-ti5, iu7-a2-chhiu7 chim3 ti7 chui2-te2, hoo7 lang5 chin hoan5-lo2, kin-ni5 kam2 e7 be2-tioh8 chim3 koe3 chui2 e5 iu7-a2?","Tsîng tsi̍t-tsām-á siàng-tuā-hōo, Tâi-lâm ū kuá bûn-tàn-hn̂g piàn tsò tsuí-tî, iū-á-tshiū tsìm tī tsuí-té, hōo lâng tsin huân-ló, kin-nî kám ē bé-tio̍h tsìm kuè tsuí ê iū-á?","Tsing5 tsit8-tsam7-a2 siang3-tua7-hoo7, Tai5-lam5 u7 kua2 bun5-tan3-hng5 pian3 tso3 tsui2-ti5, iu7-a2-tshiu7 tsim3 ti7 tsui2-te2, hoo7 lang5 tsin huan5-lo2, kin-ni5 kam2 e7 be2-tioh8 tsim3 kue3 tsui2 e5 iu7-a2?",前一站仔摔大雨，台南有寡文旦園變做水池，柚仔樹浸佇水底，予人真煩惱，今年敢會買著浸過水ê柚仔？,前一站仔摔大雨，台南有寡文旦園變做水池，柚仔樹浸佇水底，予人真煩惱，今年敢會買著浸過水ê柚仔？,前陣子大雨狂炸，果樹泡在水裡，讓人不禁擔憂今年的品質，會不有會有泡水柚魚目混珠,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Cheng chit-cham-a siang-toa-ho, Tai-lam u koa bun-tan-hn̂g pian cho chui-ti, iu-a-chhiu chim ti chui-te, ho lang chin hoan-lo, kin-ni kam e be-tioh chim koe chui e iu-a?","Tsing tsit-tsam-a siang-tua-hoo, Tai-lam u kua bun-tan-hn̂g pian tso tsui-ti, iu-a-tshiu tsim ti tsui-te, hoo lang tsin huan-lo, kin-ni kam e be-tioh tsim kue tsui e iu-a?"
2663,"Chit kóa khì hō͘ hō͘ siong-tio̍h--ê, chhiat--khui tō khòaⁿ ē chhut ū tio̍h-siong, ùi lāi-té khai-sí nōa ùi gōa-kháu khì.","Chit koa2 khi3 hoo7 hoo7 siong-tioh8--e5, chhiat--khui to7 khoann3 e7 chhut u7 tioh8-siong, ui3 lai7-te2 khai-si2 noa7 ui3 goa7-khau2 khi3.","Tsit kuá khì hōo hōo siong-tio̍h--ê, tshiat--khui tō khuànn ē tshut ū tio̍h-siong, uì lāi-té khai-sí nuā uì guā-kháu khì.","Tsit kua2 khi3 hoo7 hoo7 siong-tioh8--e5, tshiat--khui to7 khuann3 e7 tshut u7 tioh8-siong, ui3 lai7-te2 khai-si2 nua7 ui3 gua7-khau2 khi3.",這寡去予雨傷著--ê，切開就看會出有著傷，對內底開始爛對外口去,這寡去予雨傷著--ê，切開就看會出有著傷，對內底開始爛對外口去,這些是被雨打壞的，切開就會看到有水傷，裡面會先受傷再爛出去,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Chit koa khi ho ho siong-tioh--e, chhiat--khui to khoa e chhut u tioh-siong, ui lai-te khai-si noa ui goa-khau khi.","Tsit kua khi hoo hoo siong-tioh--e, tshiat--khui to khuann e tshut u tioh-siong, ui lai-te khai-si nua ui gua-khau khi."
2664,"Chìm-chúi liáu ê se̍k-tō͘ bô-hoat-tō͘ siau-chúi, lán kóng “si̍h-chúi”, i tō kui lia̍p lóng bē/bōe nńg, phôe/phê tēng-khok-khok, lāi-té/lāi-tóe ê bah kòe-hun/kè-hun, koh ū tām-po̍h-á hoat-kàⁿ ê bī.","Chim3-chui2 liau2 e5 sek8-too7 bo5-hoat-too7 siau-chui2, lan2 kong2 “sih8-chui2”, i to7 kui liap8 long2 be7/boe7 nng2, phoe5/phe5 teng7-khok-khok, lai7-te2/lai7-toe2 e5 bah koe3-hun/ke3-hun, koh u7 tam7-poh8-a2 hoat-kann3 e5 bi7.","Tsìm-tsuí liáu ê si̍k-tōo bô-huat-tōo siau-tsuí, lán kóng “si̍h-tsuí”, i tō kui lia̍p lóng bē/buē nńg, phuê/phê tīng-khok-khok, lāi-té/lāi-tué ê bah kuè-hun/kè-hun, koh ū tām-po̍h-á huat-kànn ê bī.","Tsim3-tsui2 liau2 e5 sik8-too7 bo5-huat-too7 siau-tsui2, lan2 kong2 “sih8-tsui2”, i to7 kui liap8 long2 be7/bue7 nng2, phue5/phe5 ting7-khok-khok, lai7-te2/lai7-tue2 e5 bah kue3-hun/ke3-hun, koh u7 tam7-poh8-a2 huat-kann3 e5 bi7.",浸水了ê熟度無法度消水，咱講「蝕水」，伊就規粒攏袂軟、皮𠕇硞硞，內底ê肉過分，閣有淡薄仔發酵ê味。,浸水了ê熟度無法度消水，咱講「蝕水」，伊就規粒攏袂軟、皮𠕇硞硞，內底ê肉過分，閣有淡薄仔發酵ê味。,泡水以後熟度無法消水，我們說辭水，它就不會軟，整個皮是硬的，果肉會偏熟透了，而且會帶點發酵的味道,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Chim-chui liau e sek-to bo-hoat-to siau-chui, lan kong “sih-chui”, i to kui liap long be/boe nng, phoe/phe teng-khok-khok, lai-te/lai-toe e bah koe-hun/ke-hun, koh u tam-poh-a hoat-ka e bi.","Tsim-tsui liau e sik-too bo-huat-too siau-tsui, lan kong “sih-tsui”, i to kui liap long be/bue nng, phue/phe ting-khok-khok, lai-te/lai-tue e bah kue-hun/ke-hun, koh u tam-poh-a huat-kann e bi."
2665,"Tû-hui/Tî-hui tú-tio̍h chò-tōa-chúi/chòe-tōa-chúi/im-tōa-chúi thê-chá bán, nā-bô, tú-tio̍h lo̍h-hō͘-thiⁿ bē-sái/bōe-sái sûi bán, ài tán chúi tih hō͘ ta, chiah bē tio̍h-siong.","Tu5-hui/Ti5-hui tu2-tioh8 cho3-toa7-chui2/choe3-toa7-chui2/im-toa7-chui2 the5-cha2 ban2, na7-bo5, tu2-tioh8 loh8-hoo7-thinn be7-sai2/boe7-sai2 sui5 ban2, ai3 tan2 chui2 tih hoo7 ta, chiah be7 tioh8-siong.","Tû-hui/Tî-hui tú-tio̍h tsò-tuā-tsuí/tsuè-tuā-tsuí/im-tuā-tsuí thê-tsá bán, nā-bô, tú-tio̍h lo̍h-hōo-thinn bē-sái/buē-sái suî bán, ài tán tsuí tih hōo ta, tsiah bē tio̍h-siong.","Tu5-hui/Ti5-hui tu2-tioh8 tso3-tua7-tsui2/tsue3-tua7-tsui2/im-tua7-tsui2 the5-tsa2 ban2, na7-bo5, tu2-tioh8 loh8-hoo7-thinn be7-sai2/bue7-sai2 sui5 ban2, ai3 tan2 tsui2 tih hoo7 ta, tsiah be7 tioh8-siong.",除非拄著做／淹大水提早挽，若無，拄著落雨天袂使隨挽，愛等水滴予焦，才袂著傷,除非拄著做／淹大水提早挽，若無，拄著落雨天袂使隨挽，愛等水滴予焦，才袂著傷,除非水災前提早採收，否則碰上下雨天，不能馬上採，要等到水滴乾了，才不會水傷,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Tu-hui/Ti-hui tu-tioh cho-toa-chui/choe-toa-chui/im-toa-chui the-cha ban, na-bo, tu-tioh loh-ho-thi be-sai/boe-sai sui ban, ai tan chui tih ho ta, chiah be tioh-siong.","Tu-hui/Ti-hui tu-tioh tso-tua-tsui/tsue-tua-tsui/im-tua-tsui the-tsa ban, na-bo, tu-tioh loh-hoo-thinn be-sai/bue-sai sui ban, ai tan tsui tih hoo ta, tsiah be tioh-siong."
2666,"Gōa-kháu phôe ài kim koh iù, gōa-hêng ài sêng saⁿ-kak-hêng, iōng chhiú chhìn--khí-lâi ài ū tāng-liōng.","Goa7-khau2 phoe5 ai3 kim koh iu3, goa7-heng5 ai3 seng5 sann-kak-heng5, iong7 chhiu2 chhin3--khi2-lai5 ai3 u7 tang7-liong7.","Guā-kháu phuê ài kim koh iù, guā-hîng ài sîng sann-kak-hîng, iōng tshiú tshìn--khí-lâi ài ū tāng-liōng.","Gua7-khau2 phue5 ai3 kim koh iu3, gua7-hing5 ai3 sing5 sann-kak-hing5, iong7 tshiu2 tshin3--khi2-lai5 ai3 u7 tang7-liong7.",外口皮愛金閣幼，外形愛成三角形，用手秤起來愛有重量。,外口皮愛金閣幼，外形愛成三角形，用手秤起來愛有重量。,外皮要油亮細緻，形狀要像三角形，托起來要有沈重感,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,"Goa-khau phoe ai kim koh iu, goa-heng ai seng sa-kak-heng, iong chhiu chhin--khi-lai ai u tang-liong.","Gua-khau phue ai kim koh iu, gua-hing ai sing sann-kak-hing, iong tshiu tshin--khi-lai ai u tang-liong."
2667,kam-kiok-lūi,kam-kiok-lui7,kam-kiok-luī,kam-kiok-lui7,柑橘類,柑橘類,柑橘類,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,kam-kiok-lui,kam-kiok-lui
2668,Môa-tāu-bûn-tàn,Moa5-tau7-bun5-tan3,Muâ-tāu-bûn-tàn,Mua5-tau7-bun5-tan3,麻豆文旦,麻豆文旦,麻豆文旦,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,Moa-tau-bun-tan,Mua-tau-bun-tan
2669,kàng-hoeh-ap,kang3-hoeh-ap,kàng-hueh-ap,kang3-hueh-ap,降血壓,降血壓,降血壓,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,kang-hoeh-ap,kang-hueh-ap
2670,kàng-hoeh-iû,kang3-hoeh-iu5,kàng-hueh-iû,kang3-hueh-iu5,降血油,降血油,降血脂,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,kang-hoeh-iu,kang-hueh-iu
2671,tōng-bu̍t-phōaⁿ,tong7-but8-phoann7,tōng-bu̍t-phuānn,tong7-but8-phuann7,動物伴,動物伴,寵物,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,tong-but-phoa,tong-but-phuann
2672,siau-chúi,siau-chui2,siau-tsuí,siau-tsui2,消水,消水,辭水(把柚子放著，讓它水份慢慢變少，外皮乾皺，讓柚子變得更甜美好吃的過程),,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,siau-chui,siau-tsui
2673,chìm,chim3,tsìm,tsim3,浸,浸,浸,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,chim,tsim
2674,hoat-kàⁿ,hoat-kann3,huat-kànn,huat-kann3,發酵,發酵,發酵,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,hoat-ka,huat-kann
2675,tio̍h-sî,tioh8-si5,tio̍h-sî,tioh8-si5,著時,著時,當季,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,tioh-si,tioh-si
2676,tng-tio̍h-sî,tng-tioh8-si5,tng-tio̍h-sî,tng-tioh8-si5,當著時,當著時,正當產季,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,tng-tioh-si,tng-tioh-si
2677,koe-chí,koe-chi2,kue-tsí,kue-tsi2,果子,果子,水果,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,koe-chi,kue-tsi
2678,ké-chí,ke2-chi2,ké-tsí,ke2-tsi2,果子,果子,水果,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,ke-chi,ke-tsi
2679,chúi-kó,chui2-ko2,tsuí-kó,tsui2-ko2,水果,水果,水果,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,chui-ko,tsui-ko
2680,chōng-hóng,chong7-hong2,tsōng-hóng,tsong7-hong2,狀況,狀況,狀況,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,chong-hong,tsong-hong
2681,pak-lāi,pak-lai7,pak-lāi,pak-lai7,腹內,腹內,內臟、體內,,,【民視台灣學堂】台語講世事,2019.10.03,https://youtu.be/wq38XdD_-mg,pak-lai,pak-lai
2682,tâi-á-kha,tai5-a2-kha,tâi-á-kha,tai5-a2-kha,台仔跤,台仔跤,台下,,"相關詞：lâu-thui-thâu(樓梯頭), thiaⁿ-thâu(廳頭)",【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,tai-a-kha,tai-a-kha
2683,bô thang tī-pēⁿ,bo5 thang ti7-penn7,bô thang tī-pēnn,bo5 thang ti7-penn7,無thang治病,無thang治病,無法醫治,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,bo thang ti-pe,bo thang ti-penn
2684,chí-thiàⁿ-io̍h-á,chi2-thiann3-ioh8-a2,tsí-thiànn-io̍h-á,tsi2-thiann3-ioh8-a2,止疼藥仔,止疼藥仔,止痛藥,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,chi-thia-ioh-a,tsi-thiann-ioh-a
2685,hoan-thâu,hoan-thau5,huan-thâu,huan-thau5,翻頭,翻頭,回顧,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,hoan-thau,huan-thau
2686,sin-thé bē-kham-tit,sin-the2 be7-kham-tit,sin-thé bē-kham-tit,sin-the2 be7-kham-tit,身體袂勘得,身體袂勘得,不敵病魔,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,sin-the be-kham-tit,sin-the be-kham-tit
2687,chē-kaⁿ,che7-kann,tsē-kann,tse7-kann,坐監,坐監,身陷黑牢,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,che-ka,tse-kann
2688,sì-kè cháu-chông,si3-ke3 chau2-chong5,sì-kè tsáu-tsông,si3-ke3 tsau2-tsong5,四界走傱,四界走傱,全力奔走,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,si-ke chau-chong,si-ke tsau-tsong
2689,khì chò sian--ah,khi3 cho3 sian--ah,khì tsò sian--ah,khi3 tso3 sian--ah,去做仙矣,去做仙矣,與世長辭,,,【民視台灣學堂】台語講世事,2019.10.10,https://youtu.be/LhfCskX6SH8,khi cho sian--ah,khi tso sian--ah
