Id,English,EnglishIPA,Afrikaans
5386,"slander","/slˈandə/","1. beklad, belaster, beskinder❄2. agterklap, beskindering"
5387,"slanting","/slˈantɪŋ/","skeef"
5388,"slaughter","/slˈɔːtə/","slag"
5389,"slaughterhouse","/slˈɔːtəhˌaʊs/","abattoir"
5390,"slave","/slˈeɪv/","1. slavin❄2. slaaf"
5391,"sledge","/slˈɛdʒ/","1. slee"
5392,"sleep","/slˈiːp/","slaap"
5393,"sleigh","/slˈeɪ/","slee"
5394,"slender","/slˈɛndə/","1. dun, maer❄2. skraal"
5395,"slice","/slˈaɪs/","plak, skyf, sny"
5396,"slim","/slˈɪm/","1. skraal❄2. verslank"
5397,"slip","/slˈɪp/","gly"
5398,"slot","/slˈɒt/","1. gleuf"
5399,"sloth","/slˈɒθ/","ai"
5400,"slothful","/slˈɒθfəl/","lui"
5401,"slum","/slˈʌm/","agterbuurt, agterwyk"
5402,"sly","/slˈaɪ/","slim"
5403,"small‐mindedness","/smˈɔːl mˈaɪndɪdnəs/","benepenheid"
5404,"small‐time","/smˈɔːl tˈaɪm/","amateuragtig"
5405,"small","/smˈɔːl/","klein"
5406,"small","/smˈɔːl/","aambeeldvoël"
5407,"smart","/smˈɑːt/","slim"
5408,"smell","/smˈɛl/","1. ruik❄2. geur, reuk"
5409,"smell","/smˈɛl/","beruik"
5410,"smile","/smˈaɪl/","glimlag"
5411,"smoke","/smˈəʊk/","rook"
5412,"snake","/snˈeɪk/","slang"
5413,"snap","/snˈap/","afsnou"
5414,"snarl","/snˈɑːl/","afsnou"
5415,"sniff","/snˈɪf/","beruik"
5416,"snow","/snˈəʊ/","sneeu"
5417,"snow","/snˈəʊ/","sneeuwit, spierwit"
5418,"snub","/snˈʌb/","afsnou"
5419,"so","/sˈəʊ/","1. dus, gevolglik❄2. also, so"
5420,"soak","/sˈəʊk/","week"
5421,"sober","/sˈəʊbə/","besadig"
5422,"sobriquet","/sˈɒbɹɪkˌeɪ/","bynaam"
5423,"soccer","/sˈɒkə/","sokker"
5424,"social","/sˈəʊʃəl/","sosiaal"
5425,"society","/səsˈaɪəti/","1. klub❄2. vereniging❄3. samelewing"
5426,"sock","/sˈɒk/","sokkie"
5427,"socket","/sˈɒkɪt/","houer"
5428,"sofa","/sˈəʊfə/","sofa"
5429,"soft","/sˈɒft/","1. lieflik, soet❄2. sag"
5430,"soften","/sˈɒfən/","week"
5431,"soil","/sˈɔɪl/","1. aarde, grond❄2. beklad❄3. besoedel"
5432,"soiled","/sˈɔɪld/","vuil"
5433,"solair","/sˈɒleə/","sonnig"
5434,"soldier","/sˈəʊldʒə/","soldaat"
5435,"sole","/sˈəʊl/","1. alleen, allenig, enigste❄2. tongvis"
5436,"sole","/sˈəʊl/","aleenverteenwoordiger"
5437,"solicitor","/səlˈɪsɪtə/","advokaat"
5438,"solid","/sˈɒlɪd/","ferm, stewig"
5439,"soliloquy","/səlˈɪləkwˌɪ/","alleenspraak"
5440,"solitary","/sˈɒlɪtəɹi/","1. alleen, allenig, enigste❄2. eensaam"
5441,"solution","/səlˈuːʃən/","oplossing"
5442,"solve","/sˈɒlv/","oplos"
5443,"some","/sˈʌm/","1. nogal, taamlik❄2. iemand, enigiemand❄3. 'n paar, enige, enkele, sommige"
5444,"somebody","/sˈʌmbɒdi/","iemand, enigiemand"
5445,"someone","/sˈʌmwɒn/","iemand, enigiemand"
5446,"something","/sˈʌmθɪŋ/","iets, enigiets"
5447,"something","/sˈʌmθɪŋ/","nuus"
5448,"sometime","/sˈʌmtaɪm/","eendag, eers"
5449,"sometimes","/sˈʌmtaɪmz/","somtyds"
5450,"somewhat","/sˈʌmwɒt/","nogal, taamlik"
5451,"somewhere","/sˈʌmweə/","êrens"
5452,"some","/sˈʌm/","iemand, enigiemand"
5453,"son‐in‐law","/sˈʌn ɪn lˈɔː/","skoonseun"
5454,"son","/sˈʌn/","seun"
5455,"soon","/sˈuːn/","1. alhaas, alras, netnou, nou‐nou❄2. binnekort"
5456,"soothe","/sˈuːð/","kalmeer"
5457,"sorcerer","/sˈɔːsəɹˌə/","towenaar"
5458,"sorrow","/sˈɒɹəʊ/","1. bedroefdheid❄2. bedruktheid"
5459,"sort","/sˈɔːt/","soort"
5460,"soul","/sˈəʊl/","animo, gees"
5461,"sound","/sˈaʊnd/","1. klink, lui❄2. klank"
5462,"sound","/sˈaʊnd/","alarmeer"
5463,"source","/sˈɔːs/","bron"
5464,"south","/sˈaʊθ/","1. suidelik❄2. suidwaarts❄3. suide"
5465,"southern","/sˈʌðən/","suidelik"
5466,"southward","/sˈaʊθwəd/","suidwaarts"
5467,"southwards","/sˈaʊθwədz/","suidwaarts"
5468,"souvenir","/sˌuːvənˈiə/","aandenking"
5469,"sovereign","/sˈɒvəɹˌɪn/","beheerser"
5470,"sow","/sˈəʊ/","sog"
5471,"so","/sˈəʊ/","so ... soos"
5472,"so","/sˈəʊ/","tot siens"
5473,"spa","/spˈɑː/","badplaas"
5474,"spacious","/spˈeɪʃəs/","uitgestrek"
5475,"spare","/spˈeə/","spaar, bespaar"
5476,"sparrow","/spˈaɹəʊ/","mossie"
5477,"speak","/spˈiːk/","gesels, praat"
5478,"special","/spˈɛʃəl/","1. afsonderlik, afsydig, apart❄2. spesiaal"
5479,"speciality","/spˌɛʃɪˈalɪti/","afdeling, vak"
5480,"specific","/spəsˈɪfɪk/","spesifiek"
5481,"specimen","/spˈɛsɪmən/","monster"
5482,"spectacles","/spˈɛktəkəlz/","bril"
5483,"spectator","/spɛktˈeɪtə/","1. aankyker, kyker, toeskouer"
5484,"speed‐limit","/spˈiːd lˈɪmɪt/","snelheidsgrens"
5485,"speed","/spˈiːd/","1. spoed❄2. snelheid"
5486,"speedy","/spˈiːdi/","haastig, vinnig"
5487,"speed","/spˈiːd/","snelheidsgrens"
5488,"spell","/spˈɛl/","begoëlsing, begogelsing"
5489,"spend","/spˈɛnd/","1. spandeer❄2. aangee, deurbring, oordra"
5490,"sperm","/spˈɜːm/","sperma"
5491,"spinster","/spˈɪnstə/","juffrou, Mej., Mejuffrou"
5492,"spiral","/spˈaɪəɹəl/","spiraal"
5493,"spirit","/spˈɪɹɪt/","1. gees❄2. animo, bedrywigheid"
5494,"spit","/spˈɪt/","spuug"
5495,"split","/splˈɪt/","bars"
5496,"split","/splˈɪt/","afsplits"
5497,"spoil","/spˈɔɪl/","1. bederf, beskadig❄2. bederwe"
5498,"spoiled","/spˈɔɪld/","bedorwe"
5499,"sponger","/spˈʌndʒə/","klaploper, rugryer, tafelskuimer"
5500,"spool","/spˈuːl/","spoel"
5501,"spoon","/spˈuːn/","lepel"
5502,"sport","/spˈɔːt/","sport"
5503,"sports","/spˈɔːts/","sportgrond"
5504,"spot","/spˈɒt/","1. plek❄2. beklad❄3. punt"
5505,"spread","/spɹˈɛd/","afgee"
5506,"spring","/spɹˈɪŋ/","1. bron❄2. lente❄3. spring"
5507,"springtime","/spɹˈɪŋtaɪm/","lente"
5508,"spruce‐fir","/spɹˈuːs fˈɜː/","denneboom"
5509,"spruce","/spɹˈuːs/","denneboom"
5510,"spy","/spˈaɪ/","1. begluurder❄2. beloer❄3. begluur"
5511,"spy","/spˈaɪ/","1. beloer❄2. begluur"
5512,"square","/skwˈeə/","reghoekig"
5513,"square","/skwˈeə/","are"
5514,"squash","/skwˈɒʃ/","1. pampoen❄2. muurbal"
5515,"squat","/skwˈɒt/","hurk"
5516,"squeeze","/skwˈiːz/","druk"
5517,"squeeze","/skwˈiːz/","pars"
5518,"squirrel","/skwˈɪɹəl/","eekhoring, eekhorinkie"
5519,"stack","/stˈak/","1. akkumuleer❄2. klomp, stapel"
5520,"staff","/stˈaf/","staf"
5521,"stage","/stˈeɪdʒ/","1. leiding❄2. fase"
5522,"staid","/stˈeɪd/","1. besadig"
5523,"stain","/stˈeɪn/","beklad"
5524,"staircase","/stˈeəkeɪs/","trap"
5525,"stairs","/stˈeəz/","trap"
5526,"stale","/stˈeɪl/","benoud"
5527,"stallion","/stˈaliən/","hings, stalhings"
5528,"stamp","/stˈamp/","afstempel"
5529,"stand","/stˈand/","1. opstaan❄2. staan"
5530,"standard","/stˈandəd/","standaard"
5531,"stand","/stˈand/","opstaan"
5532,"stand","/stˈand/","aandurf"
5533,"staple","/stˈeɪpəl/","hakie"
5534,"star","/stˈɑː/","ster"
5535,"stare","/stˈeə/","aanlonk"
5536,"start","/stˈɑːt/","1. aktiveer❄2. aanskakel❄3. aanvang, begin, instel❄4. aanbreek"
5537,"starting","/stˈɑːtɪŋ/","beginpunt"
5538,"start","/stˈɑːt/","vat"
5539,"state","/stˈeɪt/","1. verklaar❄2. staat❄3. situasie, toestand"
5540,"statement","/stˈeɪtmənt/","aangifte"
5541,"statement","/stˈeɪtmənt/","beginselverklaring"
5542,"station","/stˈeɪʃən/","stasie"
5543,"statue","/stˈatʃuː/","beeld, standbeeld"
5544,"stay","/stˈeɪ/","1. verblyf❄2. aanbly, bly"
5545,"stay","/stˈeɪ/","afwag"
5546,"stay","/stˈeɪ/","agterbly"
5547,"stay","/stˈeɪ/","aanbly, bly"
5548,"steak","/stˈeɪk/","kruisskyf"
5549,"steal","/stˈiːl/","steel"
5550,"steel","/stˈiːl/","staal"
5551,"steer","/stˈiə/","1. bestuur, rig"
5552,"steering","/stˈiəɹɪŋ/","leiding"
5553,"stem","/stˈɛm/","stam"
5554,"stencil","/stˈɛnsəl/","patroon"
5555,"step‐brother","/stˈɛp bɹˈʌðə/","stiefbroer"
5556,"step‐child","/stˈɛp tʃˈaɪld/","stiefkind"
5557,"step‐daughter","/stˈɛp dˈɔːtə/","stiefdogter"
5558,"step‐father","/stˈɛp fˈɑːðə/","stiefvader"
5559,"step‐mother","/stˈɛp mˈʌðə/","stiefmoeder"
5560,"step‐sister","/stˈɛp sˈɪstə/","stiefsuster"
5561,"stern","/stˈɜːn/","agterboeg, agterskip, agtersten, agterstewe"
5562,"stick","/stˈɪk/","1. stok❄2. plak"
5563,"stick","/stˈɪk/","aanbrand"
5564,"stiffling","/stˈɪflɪŋ/","benoud, benouend"
5565,"still","/stˈɪl/","1. nog❄2. kalmeer"
5566,"sting","/stˈɪŋ/","angel"
5567,"stipulate","/stˈɪpjʊlˌeɪt/","beding, bepaal"
5568,"stipulation","/stˌɪpjʊlˈeɪʃən/","beding, bedinging, bepaling"
5569,"stir","/stˈɜː/","1. aangry❄2. roer❄3. animo, bedrywigheid"
5570,"stir","/stˈɜː/","agiteer, beroer"
5571,"stocking","/stˈɒkɪŋ/","kous"
5572,"stodgy","/stˈɒdʒi/","vervelig"
5573,"stomach","/stˈʌmək/","maag"
5574,"stop","/stˈɒp/","1. gaan staan, stilhou❄2. afsit, keer, stop❄3. afskakel❄4. ophou"
5575,"storage","/stˈɔːɹɪdʒ/","akkumulator, battery"
5576,"storage","/stˈɔːɹɪdʒ/","bêreplek, pakplek"
5577,"store","/stˈɔː/","1. winkel❄2. bêre, wegsteek"
5578,"storey","/stˈɔːɹi/","verdieping"
5579,"story","/stˈɔːɹi/","1. verdieping❄2. geskiedenis, verhaal❄3. storie"
5580,"stow","/stˈəʊ/","1. bêre, wegsteek❄2. insit"
5581,"straggler","/stɹˈaɡlə/","agterblyer"
5582,"straight","/stɹˈeɪt/","direk"
5583,"straight","/stɹˈeɪt/","reguit aan"
5584,"straight","/stɹˈeɪt/","reguit aan"
5585,"straight","/stɹˈeɪt/","verby"
5586,"straigh","/stɹˈeɪɡ/","regop"
5587,"strained","/stɹˈeɪnd/","gespanne, strak"
5588,"straitened","/stɹˈeɪtənd/","benard"
5589,"strange","/stɹˈeɪndʒ/","1. vreemd❄2. eienaardig"
5590,"strangulated","/stɹˈaŋɡjʊlˌeɪtɪd/","beklemde breuk"
5591,"strategic","/stɹətˈiːdʒɪk/","strategies"
5592,"strawberry","/stɹˈɔːbəɹi/","aarbei"
5593,"strawberry","/stɹˈɔːbəɹi/","aarbeiboom"
5594,"stray","/stɹˈeɪ/","afdwaal"
5595,"stream","/stɹˈiːm/","beek"
5596,"strech","/stɹˈɛtʃ/","opwen"
5597,"strecher","/stɹˈɛtʃə/","baar, draagbaar"
5598,"street","/stɹˈiːt/","straat"
5599,"strength","/stɹˈɛŋθ/","krag, mag"
5600,"stress","/stɹˈɛs/","1. aksentueer, beklemtoon❄2. aksent"
5601,"stretcher","/stɹˈɛtʃə/","1. draagbaar❄2. berrie"
5602,"strike","/stɹˈaɪk/","1. aanboor❄2. klap❄3. staking❄4. tref"
5603,"strike","/stɹˈaɪk/","afsluit"
5604,"strip","/stɹˈɪp/","1. band❄2. afstroop"
5605,"stroke","/stɹˈəʊk/","1. apopleksie, beroerte❄2. aai"
5606,"stroke","/stɹˈəʊk/","apopleksie, beroerte"
5607,"stroll","/stɹˈəʊl/","wandel"
5608,"stroller","/stɹˈəʊlə/","stapper, voetslaner, wandelaar"
5609,"strong","/stɹˈɒŋ/","sterk"
5610,"structure","/stɹˈʌktʃə/","struktuur"
5611,"struggle","/stɹˈʌɡəl/","1. veg❄2. geveg"
5612,"student","/stjˈuːdənt/","1. damestudent❄2. student"
5613,"studio","/stjˈuːdɪˌəʊ/","ateljee"
5614,"study","/stˈʌdi/","1. bestudeer❄2. studeer❄3. studie"
5615,"stuffy","/stˈʌfi/","bedompig"
5616,"stupid","/stjˈuːpɪd/","dom"
5617,"sturdy","/stˈɜːdi/","ferm, stewig"
5618,"style","/stˈaɪl/","styl"
5619,"subject","/sˈʌbdʒɛkt/","onderwerp"
5620,"subject","/sˈʌbdʒɛkt/","1. behoudens❄2. behep met"
5621,"subject","/sˈʌbdʒɛkt/","belasbaar"
5622,"subscriber","/səbskɹˈaɪbə/","abonnee, abonnent"
5623,"subscription","/sʌbskɹˈɪpʃən/","abonnement"
5624,"subsequently","/sˈʌbsɪkwəntli/","1. daarna, later❄2. dus, gevolglik"
5625,"subsidy","/sˈʌbsɪdi/","subsidie"
5626,"substitute","/sˈʌbstɪtjˌuːt/","vervang"
5627,"subtract","/sʌbtɹˈakt/","aftrek"
5628,"subtraction","/sʌbtɹˈakʃən/","aftrekking"
5629,"subtraction","/sʌbtɹˈakʃən/","aftreksom"
5630,"subtrahend","/sʌbtɹˈahɛnd/","aftrekgetal, aftrekker"
5631,"suburb","/sˈʌbɜːb/","voorstad"
5632,"succeed","/səksˈiːd/","slaag"
5633,"success","/səksˈɛs/","1. welvaart❄2. sukses"
5634,"successor","/səksˈɛsə/","afstammeling"
5635,"such","/sˈʌtʃ/","1. so 'n❄2. also, so"
5636,"such","/sˈʌtʃ/","1. as, hoe, so lyk, soos❄2. so 'n"
5637,"such","/sˈʌtʃ/","as, hoe, so lyk, soos"
5638,"suddenly","/sˈʌdənli/","skielik"
5639,"suffer","/sˈʌfə/","1. staan, uithou"
5640,"sufficient","/səfˈɪʃənt/","genoeg"
5641,"sufficiently","/səfˈɪʃəntli/","nogal, taamlik"
5642,"suffocate","/sˈʌfəkˌeɪt/","onderdruk"
5643,"sugar‐cane","/ʃˈʊɡə kˈeɪn/","suikerriet"
5644,"sugar","/ʃˈʊɡə/","suiker"
5645,"suggest","/sədʒˈɛst/","aandui, aantoon"
5646,"suggestion","/sədʒˈɛstʃən/","suggestie"
5647,"suit","/sˈuːt/","1. pas❄2. pak klere"
5648,"suitable","/sˈuːtəbəl/","1. behoorlik❄2. geskikt"
5649,"sultan","/sˈʌltən/","sultan"
5650,"sultry","/sˈʌltɹi/","benoud, benouend"
5651,"sum","/sˈʌm/","bedrag"
5652,"summer","/sˈʌmə/","somer"
5653,"summery","/sˈʌməɹi/","oorsig"
5654,"summons","/sˈʌmənz/","dagvaarding"
5655,"sun‐","/sˈʌn/","sonnig"
5656,"sun","/sˈʌn/","1. sonnig❄2. son"
5657,"sunshine","/sˈʌnʃaɪn/","son"
5658,"superfluous","/suːpˈɜːfluːəs/","oortollig"
5659,"supermarket","/sˈuːpəmˌɑːkɪt/","supermark"
5660,"supersign","/sˈuːpəsˌaɪn/","aksent, aksenteken"
5661,"supervise","/sˈuːpəvˌaɪz/","kontroleer"
5662,"super","/sˈuːpə/","deurpad"
5663,"supper","/sˈʌpə/","aandete"
5664,"supplication","/sˌʌplɪkˈeɪʃən/","bede"
5665,"supply","/səplˈaɪ/","1. lewer, aflewer, inlewer❄2. voorraad"
5666,"support","/səpˈɔːt/","ondersteun"
5667,"supporter","/səpˈɔːtə/","lid"
5668,"supporters","/səpˈɔːtəz/","aanhang"
5669,"suppose","/səpˈəʊz/","meen, vermoë, veronderstel"
5670,"suppress","/səpɹˈɛs/","onderdruk"
5671,"surely","/ʃˈʊəli/","tog"
5672,"surgeon","/sˈɜːdʒən/","chirurg"
5673,"surgical","/sˈɜːdʒɪkəl/","operasie"
5674,"surmise","/səmˈaɪz/","meen, vermoë, veronderstel"
5675,"surname","/sˈɜːneɪm/","agternaam, van"
5676,"surplus","/sˈɜːpləs/","surplus"
5677,"surprise","/səpɹˈaɪz/","verrassing"
5678,"surroundings","/səɹˈaʊndɪŋz/","omgewing"
5679,"survive","/səvˈaɪv/","beleef, belewe, deurmaak"
5680,"suspicion","/səspˈɪʃən/","1. agterdog❄2. argwaan"
5681,"suspicious","/səspˈɪʃəs/","1. agterdogtig❄2. argwanend"
5682,"sustain","/səstˈeɪn/","ondersteun"
5683,"sustained","/səstˈeɪnd/","1. aanhoudend, permanent, vas"
5684,"swallow","/swˈɒləʊ/","sluk"
5685,"swan","/swˈɒn/","swaan"
5686,"swap","/swˈɒp/","inruil, wissel"
5687,"swarm","/swˈɔːm/","swerm"
5688,"swear","/swˈeə/","sweer"
5689,"swear","/swˈeə/","afsweer"
5690,"sweeper","/swˈiːpə/","baanveër"
5691,"sweet","/swˈiːt/","1. lieflik, soet❄2. lekkers"
5692,"sweetheart","/swˈiːthɑːt/","1. beminde, geliefde"
5693,"sweetness","/swˈiːtnəs/","beminlikheid, beminnenswaardigheid"
5694,"swift","/swˈɪft/","haastig, vinnig"
5695,"swiftly","/swˈɪftli/","gou, in alleryl, vinnig"
5696,"swim","/swˈɪm/","dryf, swem"
5697,"swimming‐bath","/swˈɪmɪŋ bˈaθ/","swembad"
5698,"swimming‐pool","/swˈɪmɪŋ pˈuːl/","swembad"
5699,"swindle","/swˈɪndəl/","1. afsettery❄2. bedrieëry, bedrog"
5700,"swindler","/swˈɪndlə/","afsetter"
5701,"swindling","/swˈɪndlɪŋ/","afsettery"
5702,"swine","/swˈaɪn/","swyn, vark"
5703,"swing","/swˈɪŋ/","swaai"
5704,"switch","/swˈɪtʃ/","aanskakel"
5705,"switch","/swˈɪtʃ/","1. afsit❄2. afskakel"
5706,"switch","/swˈɪtʃ/","aanskakel"
5707,"swoon","/swˈuːn/","flou word"
5708,"swotch","/swˈɒtʃ/","aktiveer"
5709,"sycamore","/sˈɪkɐmˌɔː/","ahorn"
5710,"syllable","/sˈɪləbəl/","lettergreep"
5711,"symbol","/sˈɪmbəl/","simbool"
5712,"sympathy","/sˈɪmpəθi/","simpatie"
5713,"symphony","/sˈɪmfəni/","simfonie"
5714,"system","/sˈɪstəm/","stelsel"
5715,"system","/sˈɪstəm/","belastingstelsel"
5716,"table‐cloth","/tˈeɪbəl klˈɒθ/","tafeldoek"
5717,"table","/tˈeɪbəl/","tafel"
5718,"tact","/tˈakt/","beleid"
5719,"tail‐light","/tˈeɪl lˈaɪt/","agterlamp, agterlig"
5720,"tail","/tˈeɪl/","stert"
5721,"taint","/tˈeɪnt/","bederf"
5722,"take","/tˈeɪk/","1. aanneem, aanvaar, aksepteer, neem❄2. beklee❄3. oppik, optel, vat"
5723,"take","/tˈeɪk/","aandag gee aan, bekreun hom"
5724,"take","/tˈeɪk/","ageer, optree"
5725,"take","/tˈeɪk/","meebring, saambring"
5726,"take","/tˈeɪk/","belangstel in"
5727,"take","/tˈeɪk/","beneem"
5728,"take","/tˈeɪk/","1. oppas❄2. sorg"
5729,"take","/tˈeɪk/","bekommer hom, bekreun hom"
5730,"take","/tˈeɪk/","1. aanneem, aanvaar, aksepteer, neem❄2. beetneem"
5731,"take","/tˈeɪk/","1. aandag gee aan, bekreun hom❄2. oorweeg"
5732,"take","/tˈeɪk/","afskeid neem"
5733,"take","/tˈeɪk/","afskeid neem"
5734,"take","/tˈeɪk/","afhaal, afsit"
5735,"take","/tˈeɪk/","aankoop, aanskaf, koop"
5736,"take","/tˈeɪk/","deelneem"
5737,"take","/tˈeɪk/","vervang"
5738,"taking","/tˈeɪkɪŋ/","aankoop"
5739,"taking","/tˈeɪkɪŋ/","aankoop"
5740,"tale","/tˈeɪl/","storie, verhaal"
5741,"talent","/tˈalənt/","begaafdheid"
5742,"talented","/tˈaləntɪd/","1. begaaf"
5743,"talisman","/tˈalɪsmən/","amulet"
5744,"talk","/tˈɔːk/","gesels, praat"
5745,"tangle","/tˈaŋɡəl/","baaierd, chaos"
5746,"tank","/tˈaŋk/","tenk"
5747,"tap","/tˈap/","aanboor"
5748,"tape","/tˈeɪp/","band"
5749,"tapestry","/tˈapɪstɹi/","behang, behangsel, behangselpapier"
5750,"tardy","/tˈɑːdi/","laat"
5751,"target","/tˈɑːɡɪt/","doel, oogmerk"
5752,"tart","/tˈɑːt/","tert"
5753,"task","/tˈask/","taak"
5754,"taskmaster","/tˈaskmastə/","balju"
5755,"taste","/tˈeɪst/","1. smaak❄2. proe"
5756,"tasty","/tˈeɪsti/","smaaklik"
5757,"taunt","/tˈɔːnt/","beskimp"
5758,"tax‐collector's","/tˈaks kəlˈɛktəz/","belastingkantoor"
5759,"tax‐free","/tˈaks fɹˈiː/","belastingvry"
5760,"tax","/tˈaks/","1. belas❄2. belasting"
5761,"taxi‐driver","/tˈaksi dɹˈaɪvə/","taxibestuurder, taxidrywer"
5762,"taxi","/tˈaksi/","huurmotor, taxi"
5763,"taxidriver","/tˈaksɪdɹˌaɪvə/","taxibestuurder, taxidrywer"
5764,"taxpayer","/tˈakspeɪə/","belastingbetaler, belastingpligtige"
5765,"tax","/tˈaks/","belastingverlaging, belastingvermindering"
5766,"tax","/tˈaks/","belastingdruk"
5767,"tax","/tˈaks/","belastingverhoging"
5768,"tax","/tˈaks/","belastingverhoging"
5769,"tax","/tˈaks/","belastingverlaging, belastingvermindering"
5770,"tax","/tˈaks/","belastingverlaging, belastingvermindering"
5771,"tax","/tˈaks/","belastingstelsel"
5772,"tea","/tˈiː/","tee"
5773,"teach","/tˈiːtʃ/","1. afwen❄2. leer, oplei"
5774,"teacher","/tˈiːtʃə/","1. onderwyseres❄2. onderwyser"
5775,"tear","/tˈiə/","traan"
5776,"tear","/tˈiə/","afruk, afskeur, aftrek"
5777,"tease","/tˈiːz/","pla"
5778,"technical","/tˈɛknɪkəl/","tegnies"
5779,"technology","/tɛknˈɒlədʒi/","tegnologie"
5780,"teetotaller","/tˈiːtəʊtˌɔːlə/","afskaffer"
5781,"telegram","/tˈɛlɪɡɹˌam/","telegram"
5782,"telegraph","/tˈɛlɪɡɹˌaf/","telegrafeer"
5783,"telephone","/tˈɛlɪfˌəʊn/","1. skakel❄2. telefoon"
5784,"television","/tˈɛlɪvˌɪʒən/","beeldradio, televisie, TV"
5785,"television","/tˈɛlɪvˌɪʒən/","televisiestel"
5786,"tell","/tˈɛl/","1. sê❄2. bepaal❄3. verhaal, vertel"
5787,"temperate","/tˈɛmpəɹət/","besadig"
5788,"temperature","/tˈɛmpɹɪtʃˌə/","temperatuur"
5789,"template","/tˈɛmpleɪt/","patroon"
5790,"temple","/tˈɛmpəl/","tempel"
5791,"templet","/tˈɛmplɪt/","patroon"
5792,"temporarily","/tˌɛmpəɹˈɛɹɪli/","1. provizore❄2. tydelik"
5793,"temporary","/tˈɛmpɹəɹi/","tydelik"
5794,"tempt","/tˈɛmpt/","bekoor"
5795,"temptation","/tɛmptˈeɪʃən/","bekoring, versoeking"
5796,"ten","/tˈɛn/","tien"
5797,"tendency","/tˈɛndənsi/","lus"
5798,"tender","/tˈɛndə/","1. aanbesteding❄2. lieflik, soet❄3. aanbied❄4. aanbieding❄5. bied❄6. aanbod, voorstel❄7. sorgvuldig"
5799,"tend","/tˈɛnd/","verpleeg"
5800,"tennis","/tˈɛnɪs/","tennis"
5801,"tenor","/tˈɛnə/","altviool"
5802,"tension","/tˈɛnʃən/","spanning"
5803,"tent","/tˈɛnt/","tent"
5804,"tented","/tˈɛntɪd/","kamp"
5805,"term","/tˈɜːm/","term"
5806,"terminate","/tˈɜːmɪnˌeɪt/","afsluit, beëindig, eindig"
5807,"terms","/tˈɜːmz/","beding, bedinging, bepaling"
5808,"terrestrial","/təɹˈɛstɹɪəl/","aards"
5809,"terrible","/tˈɛɹɪbəl/","afskuwelik"
5810,"test","/tˈɛst/","1. eksamen, navorsing, ondersoek❄2. aanpak, beproef, beproewe, probeer❄3. poging❄4. toets"
5811,"testimony","/tˈɛstɪməni/","sertifikaat"
5812,"text","/tˈɛkst/","teks"
5813,"than","/ðˈɐn/","as"
5814,"thank","/θˈaŋk/","bedank, dank"
5815,"thankful","/θˈaŋkfəl/","dankbaar"
5816,"thankless","/θˈaŋkləs/","ondankbaar"
5817,"thanks","/θˈaŋks/","dankie"
5818,"thanks","/θˈaŋks/","danksy"
5819,"thank","/θˈaŋk/","dankie"
5820,"that","/ðˈat/","1. dat❄2. wat❄3. also, so"
5821,"that","/ðˈat/","die, daardie, daardie een"
5822,"that","/ðˈat/","so 'n"
5823,"that","/ðˈat/","die, daardie, daardie een"
5824,"that","/ðˈat/","die, daardie, daardie een"
5825,"that","/ðˈat/","dit, dit daardie"
5826,"that","/ðˈat/","also, so"
5827,"the","/ðˈə/","die"
5828,"theatre","/θˈiətə/","teater"
5829,"thee","/ðˈiː/","1. jou❄2. u, julle"
5830,"thee","/ðˈiː/","jy‐en‐jou"
5831,"their","/ðˈeə/","1. hulle❄2. haar, sy"
5832,"theirs","/ðˈeəz/","hulle s'n"
5833,"them","/ðˈɛm/","1. hulle, aan hulle"
5834,"theme","/θˈiːm/","onderwerp"
5835,"then","/ðˈɛn/","dan, destyds, toe"
5836,"thence","/ðˈɛns/","daarvandaan"
5837,"there","/ðˈeə/","1. daar, daarso❄2. aldaar"
5838,"thereby","/ðeəbˈaɪ/","daarmee"
5839,"therefore","/ðˈeəfɔː/","daarom"
5840,"these","/ðˈiːz/","1. dit, dit hierdie❄2. hierdie"
5841,"thesis","/θˈiːsɪs/","stelling"
5842,"they","/ðˈeɪ/","hulle"
5843,"the","/ðˈə/","Antarktika"
5844,"the","/ðˈə/","Noordpool"
5845,"the","/ðˈə/","Transvaal"
5846,"the","/ðˈə/","Oekraine"
5847,"the","/ðˈə/","Vatikaan"
5848,"the","/ðˈə/","eergister"
5849,"the","/ðˈə/","suggestie"
5850,"the","/ðˈə/","dieselfde"
5851,"thief","/θˈiːf/","dief"
5852,"thin","/θˈɪn/","1. maer, skraal❄2. dun"
5853,"think","/θˈɪŋk/","1. ag, dink❄2. bedink, hom besin, oorweeg"
5854,"think","/θˈɪŋk/","bedink, hom besin, oorweeg"
5855,"think","/θˈɪŋk/","antisipeer"
5856,"think","/θˈɪŋk/","ag"
5857,"third","/θˈɜːd/","derde"
5858,"thirsty","/θˈɜːsti/","dors"
5859,"thirteen","/θˈɜːtiːn/","dertien"
5860,"thirty","/θˈɜːti/","dertig"
5861,"this","/ðˈɪs/","1. dit, dit hierdie❄2. dié, hierdie"
5862,"this","/ðˈɪs/","vanmiddag"
5863,"this","/ðˈɪs/","vanaand"
5864,"this","/ðˈɪs/","1. dit, dit hierdie"
5865,"this","/ðˈɪs/","hierheen"
5866,"those","/ðˈəʊz/","1. dit, dit daardie❄2. daardie, dié"
5867,"thou","/ðˈaʊ/","1. jy❄2. u❄3. julle"
5868,"though","/ðˈəʊ/","alhoewel"
